"( Bay_id , aisle_id , level_id )",Pallet_id,item name
"(55,2,5)",465,Product
"(47,22,2)",466,Product
"(44,13,3)",467,Product
"(49,13,6)",468,Product
"(10,10,5)",469,Product
"(53,13,2)",470,Product
"(25,14,5)",471,Product
"(35,12,10)",472,Product
"(52,13,1)",473,Product
"(39,6,2)",474,Product
"(46,1,1)",475,Product
"(14,19,5)",476,Product
"(31,5,4)",477,Product
"(20,12,6)",478,Product
"(6,10,4)",479,Product
"(19,15,7)",480,Product
"(30,13,4)",481,Product
"(47,3,6)",482,Product
"(9,17,4)",483,Product
"(26,4,3)",484,Product
"(42,7,3)",485,Product
"(34,24,3)",486,Product
"(38,16,6)",487,Product
"(23,5,9)",488,Product
"(41,22,3)",489,Product
"(21,20,6)",490,Product
"(28,13,6)",491,Product
"(12,5,1)",492,Product
"(49,4,6)",493,Product
"(27,1,5)",494,Product
"(35,17,6)",495,Product
"(44,18,2)",496,Product
"(49,21,2)",497,Product
"(22,20,10)",498,Product
"(47,2,4)",499,Product
"(18,3,1)",500,Product
"(42,20,8)",501,Product
"(29,20,9)",502,Product
"(15,11,5)",503,Product
"(47,6,10)",504,Product
"(30,18,7)",505,Product
"(8,17,4)",506,Product
"(38,9,7)",507,Product
"(37,1,4)",508,Product
"(10,12,4)",509,Product
"(1,10,2)",510,Product
"(9,2,7)",511,Product
"(11,13,8)",512,Product
"(52,20,4)",513,Product
"(25,20,9)",514,Product
"(44,1,9)",515,Product
"(37,4,1)",516,Product
"(38,17,1)",517,Product
"(27,22,1)",518,Product
"(3,20,9)",519,Product
"(32,1,1)",520,Product
"(52,21,9)",521,Product
"(15,8,8)",522,Product
"(3,24,9)",523,Product
"(28,13,7)",524,Product
"(30,9,8)",525,Product
"(18,1,7)",526,Product
"(32,6,10)",527,Product
"(24,20,1)",528,Product
"(17,9,6)",529,Product
"(33,20,1)",530,Product
"(29,23,9)",531,Product
"(44,20,8)",532,Product
"(2,12,7)",533,Product
"(29,4,5)",534,Product
"(6,21,2)",535,Product
"(24,10,8)",536,Product
"(11,14,8)",537,Product
"(37,13,6)",538,Product
"(6,19,4)",539,Product
"(25,4,9)",540,Product
"(40,12,10)",541,Product
"(41,15,5)",542,Product
"(29,21,4)",543,Product
"(19,21,5)",544,Product
"(27,13,3)",545,Product
"(55,21,5)",546,Product
"(13,6,6)",547,Product
"(44,4,4)",548,Product
"(51,24,7)",549,Product
"(29,22,5)",550,Product
"(45,4,1)",551,Product
"(20,17,3)",552,Product
"(43,6,5)",553,Product
"(44,7,8)",554,Product
"(53,1,7)",555,Product
"(26,12,2)",556,Product
"(35,4,6)",557,Product
"(45,5,4)",558,Product
"(42,3,10)",559,Product
"(23,23,6)",560,Product
"(8,8,9)",561,Product
"(55,9,5)",562,Product
"(35,4,1)",563,Product
"(30,22,3)",564,Product
"(41,24,6)",565,Product
"(18,21,1)",566,Product
"(47,4,3)",567,Product
"(47,1,1)",568,Product
"(37,17,1)",569,Product
"(23,10,10)",570,Product
"(34,12,6)",571,Product
"(22,20,4)",572,Product
"(9,20,9)",573,Product
"(50,13,4)",574,Product
"(9,9,6)",575,Product
"(20,20,6)",576,Product
"(31,5,9)",577,Product
"(13,18,4)",578,Product
"(30,24,10)",579,Product
"(15,19,2)",580,Product
"(22,8,8)",581,Product
"(41,13,5)",582,Product
"(53,15,9)",583,Product
"(41,16,9)",584,Product
"(25,7,6)",585,Product
"(21,18,2)",586,Product
"(21,9,7)",587,Product
"(39,20,7)",588,Product
"(51,9,9)",589,Product
"(34,20,4)",590,Product
"(9,16,9)",591,Product
"(25,20,10)",592,Product
"(18,4,1)",593,Product
"(45,1,9)",594,Product
"(16,13,6)",595,Product
"(6,20,8)",596,Product
"(16,2,4)",597,Product
"(32,16,2)",598,Product
"(51,5,9)",599,Product
"(41,1,8)",600,Product
"(49,4,2)",601,Product
"(44,13,10)",602,Product
"(14,9,2)",603,Product
"(8,24,7)",604,Product
"(20,17,9)",605,Product
"(14,8,3)",606,Product
"(20,14,6)",607,Product
"(4,23,2)",608,Product
"(17,19,2)",609,Product
"(52,9,4)",610,Product
"(27,17,7)",611,Product
"(42,10,2)",612,Product
"(40,20,10)",613,Product
"(55,9,4)",614,Product
"(53,1,3)",615,Product
"(15,23,3)",616,Product
"(42,2,8)",617,Product
"(30,9,3)",618,Product
"(7,11,5)",619,Product
"(55,19,2)",620,Product
"(34,17,5)",621,Product
"(30,10,10)",622,Product
"(8,17,5)",623,Product
"(51,4,6)",624,Product
"(18,16,6)",625,Product
"(46,17,1)",626,Product
"(46,10,7)",627,Product
"(55,19,9)",628,Product
"(35,3,10)",629,Product
"(39,2,1)",630,Product
"(48,20,10)",631,Product
"(15,6,1)",632,Product
"(41,9,9)",633,Product
"(18,24,8)",634,Product
"(29,12,3)",635,Product
"(45,15,3)",636,Product
"(55,20,2)",637,Product
"(3,9,4)",638,Product
"(32,24,1)",639,Product
"(22,21,1)",640,Product
"(27,3,2)",641,Product
"(35,17,10)",642,Product
"(51,6,9)",643,Product
"(44,18,7)",644,Product
"(7,4,9)",645,Product
"(19,12,7)",646,Product
"(53,17,8)",647,Product
"(1,20,7)",648,Product
"(14,16,6)",649,Product
"(37,24,4)",650,Product
"(48,14,2)",651,Product
"(39,12,2)",652,Product
"(36,13,7)",653,Product
"(35,12,1)",654,Product
"(4,21,7)",655,Product
"(16,16,3)",656,Product
"(39,1,6)",657,Product
"(9,8,7)",658,Product
"(12,12,5)",659,Product
"(52,7,8)",660,Product
"(37,14,6)",661,Product
"(46,16,9)",662,Product
"(40,21,3)",663,Product
"(8,20,2)",664,Product
"(26,21,4)",665,Product
"(3,24,3)",666,Product
"(17,17,9)",667,Product
"(36,19,7)",668,Product
"(32,20,5)",669,Product
"(4,12,1)",670,Product
"(56,11,6)",671,Product
"(44,9,8)",672,Product
"(33,18,3)",673,Product
"(52,18,6)",674,Product
"(23,6,4)",675,Product
"(4,17,1)",676,Product
"(28,6,5)",677,Product
"(54,2,8)",678,Product
"(52,8,9)",679,Product
"(25,14,10)",680,Product
"(38,9,6)",681,Product
"(29,1,10)",682,Product
"(19,17,5)",683,Product
"(13,4,10)",684,Product
"(44,18,5)",685,Product
"(53,9,7)",686,Product
"(11,6,1)",687,Product
"(28,12,5)",688,Product
"(43,14,8)",689,Product
"(24,14,8)",690,Product
"(47,4,9)",691,Product
"(34,12,8)",692,Product
"(11,21,10)",693,Product
"(6,15,7)",694,Product
"(12,1,3)",695,Product
"(3,19,5)",696,Product
"(16,12,3)",697,Product
"(4,15,4)",698,Product
"(47,6,7)",699,Product
"(4,24,6)",700,Product
"(45,9,4)",701,Product
"(56,7,6)",702,Product
"(25,1,9)",703,Product
"(47,13,9)",704,Product
"(46,6,10)",705,Product
"(43,9,9)",706,Product
"(7,1,2)",707,Product
"(50,12,4)",708,Product
"(44,4,2)",709,Product
"(8,16,10)",710,Product
"(39,4,2)",711,Product
"(50,16,2)",712,Product
"(42,20,10)",713,Product
"(30,18,2)",714,Product
"(12,5,5)",715,Product
"(9,19,9)",716,Product
"(40,9,5)",717,Product
"(3,12,8)",718,Product
"(55,4,7)",719,Product
"(36,9,5)",720,Product
"(11,9,2)",721,Product
"(8,7,4)",722,Product
"(26,18,9)",723,Product
"(55,17,10)",724,Product
"(6,10,2)",725,Product
"(41,12,6)",726,Product
"(50,9,5)",727,Product
"(51,5,2)",728,Product
"(16,11,8)",729,Product
"(33,16,7)",730,Product
"(29,5,7)",731,Product
"(55,21,4)",732,Product
"(39,13,7)",733,Product
"(26,7,7)",734,Product
"(51,16,9)",735,Product
"(3,22,6)",736,Product
"(26,10,6)",737,Product
"(7,22,3)",738,Product
"(35,21,10)",739,Product
"(19,3,10)",740,Product
"(30,17,2)",741,Product
"(19,5,1)",742,Product
"(42,3,5)",743,Product
"(53,21,3)",744,Product
"(10,4,8)",745,Product
"(39,4,6)",746,Product
"(42,20,3)",747,Product
"(41,17,6)",748,Product
"(26,20,2)",749,Product
"(10,18,2)",750,Product
"(21,18,9)",751,Product
"(39,18,7)",752,Product
"(39,10,9)",753,Product
"(54,13,10)",754,Product
"(14,1,4)",755,Product
"(40,12,9)",756,Product
"(6,3,8)",757,Product
"(21,1,2)",758,Product
"(46,13,7)",759,Product
"(11,17,2)",760,Product
"(9,24,2)",761,Product
"(49,1,8)",762,Product
"(12,21,9)",763,Product
"(2,8,2)",764,Product
"(16,8,7)",765,Product
"(33,23,1)",766,Product
"(37,6,4)",767,Product
"(11,17,8)",768,Product
"(31,16,1)",769,Product
"(30,12,4)",770,Product
"(31,21,10)",771,Product
"(14,18,2)",772,Product
"(14,18,4)",773,Product
"(2,21,6)",774,Product
"(56,12,10)",775,Product
"(25,8,3)",776,Product
"(49,19,4)",777,Product
"(33,20,9)",778,Product
"(24,1,2)",779,Product
"(55,16,6)",780,Product
"(23,15,9)",781,Product
"(26,15,8)",782,Product
"(33,15,5)",783,Product
"(42,9,3)",784,Product
"(24,20,6)",785,Product
"(42,21,9)",786,Product
"(56,2,8)",787,Product
"(55,16,9)",788,Product
"(11,5,1)",789,Product
"(32,20,7)",790,Product
"(14,17,7)",791,Product
"(53,21,7)",792,Product
"(20,24,6)",793,Product
"(5,21,5)",794,Product
"(43,21,10)",795,Product
"(55,20,3)",796,Product
"(45,17,3)",797,Product
"(27,21,10)",798,Product
"(41,21,10)",799,Product
"(48,1,10)",800,Product
"(7,21,3)",801,Product
"(4,5,1)",802,Product
"(8,21,4)",803,Product
"(43,24,1)",804,Product
"(8,1,9)",805,Product
"(12,15,4)",806,Product
"(20,14,8)",807,Product
"(8,15,10)",808,Product
"(16,3,5)",809,Product
"(52,22,4)",810,Product
"(10,23,9)",811,Product
"(10,14,4)",812,Product
"(13,21,7)",813,Product
"(3,15,6)",814,Product
"(4,20,7)",815,Product
"(39,11,4)",816,Product
"(26,11,6)",817,Product
"(17,24,10)",818,Product
"(27,16,3)",819,Product
"(49,9,5)",820,Product
"(41,17,9)",821,Product
"(22,14,9)",822,Product
"(56,21,7)",823,Product
"(28,22,9)",824,Product
"(5,13,1)",825,Product
"(31,12,9)",826,Product
"(8,10,5)",827,Product
"(51,4,5)",828,Product
"(30,13,8)",829,Product
"(47,8,5)",830,Product
"(30,5,6)",831,Product
"(28,8,2)",832,Product
"(7,3,1)",833,Product
"(35,16,2)",834,Product
"(49,18,10)",835,Product
"(8,8,8)",836,Product
"(23,1,3)",837,Product
"(31,17,9)",838,Product
"(10,8,1)",839,Product
"(47,12,2)",840,Product
"(37,16,9)",841,Product
"(36,15,4)",842,Product
"(4,8,2)",843,Product
"(27,23,1)",844,Product
"(48,5,6)",845,Product
"(49,8,2)",846,Product
"(35,17,4)",847,Product
"(48,16,10)",848,Product
"(53,8,3)",849,Product
"(22,20,8)",850,Product
"(31,4,4)",851,Product
"(34,5,4)",852,Product
"(32,23,9)",853,Product
"(42,11,2)",854,Product
"(27,1,9)",855,Product
"(23,11,3)",856,Product
"(23,13,8)",857,Product
"(5,4,3)",858,Product
"(49,14,1)",859,Product
"(23,21,4)",860,Product
"(21,15,1)",861,Product
"(16,8,6)",862,Product
"(13,16,2)",863,Product
"(37,22,1)",864,Product
"(44,24,3)",865,Product
"(44,7,10)",866,Product
"(22,16,4)",867,Product
"(16,18,6)",868,Product
"(43,13,1)",869,Product
"(51,7,5)",870,Product
"(50,4,4)",871,Product
"(18,11,3)",872,Product
"(29,24,3)",873,Product
"(21,1,1)",874,Product
"(9,20,1)",875,Product
"(32,20,9)",876,Product
"(51,13,8)",877,Product
"(53,19,7)",878,Product
"(9,21,7)",879,Product
"(44,16,9)",880,Product
"(47,1,4)",881,Product
"(45,17,2)",882,Product
"(49,12,3)",883,Product
"(15,16,6)",884,Product
"(5,23,7)",885,Product
"(32,16,7)",886,Product
"(53,24,3)",887,Product
"(12,13,5)",888,Product
"(27,21,4)",889,Product
"(56,22,5)",890,Product
"(3,16,2)",891,Product
"(7,9,1)",892,Product
"(37,22,7)",893,Product
"(22,22,9)",894,Product
"(32,17,9)",895,Product
"(32,1,7)",896,Product
"(44,13,7)",897,Product
"(49,1,9)",898,Product
"(47,1,8)",899,Product
"(44,15,2)",900,Product
"(49,14,10)",901,Product
"(25,8,2)",902,Product
"(38,4,9)",903,Product
"(16,10,7)",904,Product
"(40,24,7)",905,Product
"(30,13,10)",906,Product
"(26,13,10)",907,Product
"(45,2,8)",908,Product
"(23,9,3)",909,Product
"(28,20,9)",910,Product
"(48,24,10)",911,Product
"(1,8,7)",912,Product
"(35,4,10)",913,Product
"(52,9,1)",914,Product
"(41,4,7)",915,Product
"(37,7,5)",916,Product
"(38,9,5)",917,Product
"(4,21,1)",918,Product
"(23,9,1)",919,Product
"(49,10,10)",920,Product
"(11,5,6)",921,Product
"(6,9,2)",922,Product
"(51,13,10)",923,Product
"(46,24,7)",924,Product
"(27,18,7)",925,Product
"(16,20,2)",926,Product
"(25,10,2)",927,Product
"(44,16,7)",928,Product
"(14,18,7)",929,Product
"(7,4,4)",930,Product
"(51,14,7)",931,Product
"(4,11,9)",932,Product
"(31,5,8)",933,Product
"(27,8,9)",934,Product
"(20,17,7)",935,Product
"(51,13,3)",936,Product
"(31,17,8)",937,Product
"(5,13,9)",938,Product
"(53,22,3)",939,Product
"(5,4,4)",940,Product
"(51,20,3)",941,Product
"(14,17,6)",942,Product
"(25,20,2)",943,Product
"(17,9,8)",944,Product
"(31,14,9)",945,Product
"(36,16,9)",946,Product
"(3,1,10)",947,Product
"(54,1,4)",948,Product
"(56,10,7)",949,Product
"(38,16,9)",950,Product
"(50,5,8)",951,Product
"(38,21,3)",952,Product
"(54,2,4)",953,Product
"(52,13,5)",954,Product
"(1,13,2)",955,Product
"(24,2,8)",956,Product
"(46,12,1)",957,Product
"(41,16,2)",958,Product
"(33,14,9)",959,Product
"(44,13,8)",960,Product
"(24,21,9)",961,Product
"(8,1,10)",962,Product
"(10,11,8)",963,Product
"(4,5,9)",964,Product
"(26,4,10)",965,Product
"(24,19,1)",966,Product
"(50,1,2)",967,Product
"(1,17,2)",968,Product
"(38,8,4)",969,Product
"(13,12,7)",970,Product
"(51,8,5)",971,Product
"(43,12,8)",972,Product
"(24,21,1)",973,Product
"(50,19,2)",974,Product
"(35,21,2)",975,Product
"(3,1,3)",976,Product
"(31,13,6)",977,Product
"(32,9,10)",978,Product
"(26,11,2)",979,Product
"(12,8,9)",980,Product
"(26,24,1)",981,Product
"(18,21,9)",982,Product
"(51,4,8)",983,Product
"(28,12,8)",984,Product
"(4,17,7)",985,Product
"(55,13,10)",986,Product
"(12,10,10)",987,Product
"(19,20,7)",988,Product
"(54,3,8)",989,Product
"(53,20,7)",990,Product
"(54,15,2)",991,Product
"(16,9,3)",992,Product
"(24,16,5)",993,Product
"(51,8,3)",994,Product
"(15,17,6)",995,Product
